compound_name,target_name,gene_symbol,uniprot_id,chembl_id,target_class,probability,source
Naringeninchalcone,Serine/threonine-protein kinase NEK2,NEK2,P51955,CHEMBL3835,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Interleukin-8 receptor A,CXCR1,P25024,CHEMBL4029,Family A G protein-coupled receptor,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Cystic fibrosis transmembrane conductance regulator,CFTR,P13569,CHEMBL4051,Other ion channel,0.100578902067,SwissTargetPrediction
Naringeninchalcone,CaM kinase II beta,CAMK2B,Q13554,CHEMBL4121,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,ALK tyrosine kinase receptor,ALK,Q9UM73,CHEMBL4247,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Serine/threonine-protein kinase AKT,AKT1,P31749,CHEMBL4282,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Serine/threonine-protein kinase NEK6,NEK6,Q9HC98,CHEMBL4309,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Matrix metalloproteinase 12,MMP12,P39900,CHEMBL4393,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Phospholipase A2 group 1B,PLA2G1B,P04054,CHEMBL4426,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Lymphocyte differentiation antigen CD38,CD38,P28907,CHEMBL4660,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Tyrosine-protein kinase receptor UFO,AXL,P30530,CHEMBL4895,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,NUAK family SNF1-like kinase 1,NUAK1,O60285,CHEMBL5784,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Tankyrase-2,TNKS2,Q9H2K2,CHEMBL6154,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Tankyrase-1,TNKS,O95271,CHEMBL6164,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Aldo-keto reductase family 1 member C1   (by homology),AKR1C1,Q04828,CHEMBL5905,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,DNA topoisomerase I   (by homology),TOP1,P11387,CHEMBL1781,Isomerase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Arginase-1   (by homology),ARG1,P05089,CHEMBL1075097,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Aldehyde reductase   (by homology),AKR1A1,P14550,CHEMBL2246,Enzyme,0.100578902067,SwissTargetPrediction
